"_id","packet_id","src","dest","subject","message","language","read","type","msg_chat_type","buddy_id","contact_relate","date","msg_status","msg_type","msg_extend","attach_status","msg_sending_progress","user_flag","attachment_read","data1","data2","data3","data4","data5","data6","data7","data8","data9","data10"
"1","dKMw1717041535860","88888000","6391234104178680",""," Hai, kamu open malam ini?","","0","1","0","","88888000","1717041535865","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"2","1u531717041638136","6510329879377920","6391234104178680",""," iya aku available, jam berapa rencananya?","","0","1","0","","6510329879377920","1717041638846","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"3","DpB01717041801193","7015739958917120","6391234104178680",""," Mungkin sekitar jam 9-an, masih bisa?","","1","1","0","","7015739958917120","1717041801195","2","1","","0","0","6391234104178680","0","","","","","","","","","",""
"4","nBF31717041817264","7015739958917120","6391234104178680",""," Bisa banget, kamu send lokasi kamu aja ya","","0","1","0","","7015739958917120","1717041817260","2","10000","","0","0","6391234104178680","0","","","","","","","","","",""
"5","oluC1717041817266","7015739958917120","6391234104178680",""," Oke, nanti aku cariin hotel dulu","","0","1","0","","7015739958917120","1717041817263","2","10000","","0","0","6391234104178680","0","","","","","","","","","",""
"6","0-uwVX1717041817270","7015739958917120","6391234104178680","","Siap, untuk harganya 700 ribu ya 1 jam","","0","1","0","","7015739958917120","1717041817266","2","10000","","0","0","6391234104178680","0","","","","","","","","","",""
"7","4K171717041831231","7015739958917120","6391234104178680",""," Bisa nego gak, kalau 650 gimana?","","0","1","0","","7015739958917120","1717041832016","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"8","rfM51717119704188","7015739958917120","6391234104178680",""," Waduh, 650 kurang kak, 675 paling pas ya","","0","1","0","","7015739958917120","1717119705216","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"9","aT651717119723106","6391234104178680","7015739958917120","","675 udah termasuk kamar belum?","","1","2","0","","7015739958917120","1717119723107","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"10","8T0d1717119735305","7015739958917120","6391234104178680","","Belum kak, kamar tanggung kamu ya","","0","1","0","","7015739958917120","1717119736260","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"11","97m21717119738822","7015739958917120","6391234104178680","","Biasanya kamar hotel berapa sih?","","0","1","0","","7015739958917120","1717119739702","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
