"_id","packet_id","src","dest","subject","message","language","read","type","msg_chat_type","buddy_id","contact_relate","date","msg_status","msg_type","msg_extend","attach_status","msg_sending_progress","user_flag","attachment_read","data1","data2","data3","data4","data5","data6","data7","data8","data9","data10"
"1","dKMw1717041535860","88888000","6391234104178680",""," Hai, kamu bisa diajak ketemuan gak malam ini?","","0","1","0","","88888000","1717041535865","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"2","1u531717041638136","6510329879377920","6391234104178680","","bisa banget. Kamu cari yang short time atau long?","","0","1","0","","6510329879377920","1717041638846","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"3","DpB01717041801193","7015739958917120","6391234104178680",""," Short aja dulu, pengen relaxing soalnya","","1","1","0","","7015739958917120","1717041801195","2","1","","0","0","6391234104178680","0","","","","","","","","","",""
"4","nBF31717041817264","7015739958917120","6391234104178680","","Oke, 1 jam ya?","","0","1","0","","7015739958917120","1717041817260","2","10000","","0","0","6391234104178680","0","","","","","","","","","",""
"5","oluC1717041817266","7015739958917120","6391234104178680","","Iya, 1 jam cukup","","0","1","0","","7015739958917120","1717041817263","2","10000","","0","0","6391234104178680","0","","","","","","","","","",""
"6","0-uwVX1717041817270","7015739958917120","6391234104178680","","Harganya 700 ribu ya, udah include pijat & full","","0","1","0","","7015739958917120","1717041817266","2","10000","","0","0","6391234104178680","0","","","","","","","","","",""
"7","4K171717041831231","7015739958917120","6391234104178680",""," Bisa request pijat fokus di punggung gak? Lagi pegel banget","","0","1","0","","7015739958917120","1717041832016","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"8","rfM51717119704188","7015739958917120","6391234104178680","","Bisa banget, aku ada basic pijat juga kok","","0","1","0","","7015739958917120","1717119705216","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
"9","aT651717119723106","6391234104178680","7015739958917120","","Wah keren. Tempatnya di mana nanti?","","1","2","0","","7015739958917120","1717119723107","2","1","","2","0","6391234104178680","0","","","","","","","0","","1",""
"10","8T0d1717119735305","7015739958917120","6391234104178680",""," Kalau kamu ada hotel langganan bisa di situ, kalau enggak aku saranin deket stasiun aja","","0","1","0","","7015739958917120","1717119736260","2","1","","0","0","6391234104178680","0","0","","","","","","","","",""
